! FILETYPE CSV
! VERSION 2.0,3
! TIMESTAMP Thursday, 01 June 2023 10:29:36
! TIMEZONE (UTC+08:00) Kuala Lumpur, Singapore
! NAME Keysight Technologies
! MODEL N9913A
! SERIAL MY57271669
! FIRMWARE_VERSION A.10.01
! VF, 1.000
! Media, Coax
! IF_BW, 10000
! Output_Power_Mode, MAN
! Output_Power_Level, -15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 0436857171
! CORRECTION1 Rdy
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
1975000,-1.70368122697245
1976000,-1.71761620950842
1977000,-1.73163322109781
1978000,-1.75004383853724
1979000,-1.76100767536271
1980000,-1.77255081134926
1981000,-1.78743400358512
1982000,-1.80525967465282
1983000,-1.81592357833876
1984000,-1.83890384806268
1985000,-1.83986567179348
1986000,-1.85173597089856
1987000,-1.87158372986121
1988000,-1.88944610755677
1989000,-1.91942983269426
1990000,-1.93932273914056
1991000,-1.95004543867572
1992000,-1.96082378977765
1993000,-1.98995549079326
1994000,-2.01223936982337
1995000,-2.03165067965244
1996000,-2.06202024179093
1997000,-2.0825287661418
1998000,-2.10650678854694
1999000,-2.12400082045896
2000000,-2.14751991028888
2001000,-2.17838272489561
2002000,-2.20598627067784
2003000,-2.23502023920257
2004000,-2.26642732813971
2005000,-2.29709198602857
2006000,-2.32671787693679
2007000,-2.35655292040832
2008000,-2.38669429719264
2009000,-2.42462532475272
2010000,-2.45940817809439
2011000,-2.51187650571256
2012000,-2.53765940661191
2013000,-2.57782803738854
2014000,-2.62141903660874
2015000,-2.66608162050986
2016000,-2.71782234709812
2017000,-2.74783283020941
2018000,-2.80907397637417
2019000,-2.85567887746337
2020000,-2.92196524195528
2021000,-2.97179027874274
2022000,-3.02809729987586
2023000,-3.08865292604599
2024000,-3.13867569263195
2025000,-3.21596721938761
2026000,-3.28247191431232
2027000,-3.33898450953513
2028000,-3.41681945110631
2029000,-3.4937506153992
2030000,-3.56338855826875
2031000,-3.63716208272991
2032000,-3.73248228459181
2033000,-3.82444795840475
2034000,-3.90623143879529
2035000,-3.99952812136604
2036000,-4.2285256604305
2037000,-4.32596121574404
2038000,-4.42212329208276
2039000,-4.54886285277108
2040000,-4.64752609037665
2041000,-4.77043839829698
2042000,-4.89759615723759
2043000,-5.04704769585235
2044000,-5.16966257141467
2045000,-5.31292872938694
2046000,-5.43494366038092
2047000,-5.59534007837393
2048000,-5.73481717641531
2049000,-5.91647730786012
2050000,-6.07107436962656
2051000,-6.24686124118993
2052000,-6.42782378791984
2053000,-6.60721227695715
2054000,-6.78901244687794
2055000,-6.96627240608277
2056000,-7.16272293441339
2057000,-7.36955295170108
2058000,-7.57653768041293
2059000,-7.78216886703999
2060000,-8.01938481669805
2061000,-8.21138186181465
2062000,-8.45643181367877
2063000,-8.6486785903355
2064000,-8.85732276264119
2065000,-9.08759554323353
2066000,-9.29741978536665
2067000,-9.50639756431544
2068000,-9.65627983422414
2069000,-9.87250494979118
2070000,-10.0579530046583
2071000,-10.2238581938933
2072000,-10.3392093038943
2073000,-10.4702503438908
2074000,-10.5778204320696
2075000,-10.667414543496
2076000,-10.710806788896
2077000,-10.7331412268886
2078000,-10.7512496140367
2079000,-10.7389145657735
2080000,-10.6899056766998
2081000,-10.5853492065414
2082000,-10.4881209620021
2083000,-10.4325904776321
2084000,-10.2507340288456
2085000,-10.1553988013602
2086000,-9.99310198027126
2087000,-9.81913348511837
2088000,-9.66088946272627
2089000,-9.5013015541593
2090000,-9.28500756074358
2091000,-9.11331117871367
2092000,-8.8974597146254
2093000,-8.73760924692125
2094000,-8.53867218117263
2095000,-8.36723620552879
2096000,-8.1828754523191
2097000,-8.00606548175725
2098000,-7.8109090426854
2099000,-7.62287231453386
2100000,-7.43517622414924
2101000,-7.31366479647212
2102000,-7.1348672657872
2103000,-6.97871151770556
2104000,-6.82278974490239
2105000,-6.68314713468546
2106000,-6.53381978074842
2107000,-6.38135072847421
2108000,-6.2555291023447
2109000,-6.10668933198417
2110000,-5.99314264992907
2111000,-5.84087505689973
2112000,-5.74726375707342
2113000,-5.6588122973464
2114000,-5.53500805526253
2115000,-5.41085147839313
2116000,-5.29763140265131
2117000,-5.21766182881749
2118000,-5.10799304221416
2119000,-5.01661956568208
2120000,-4.92802786391422
2121000,-4.83553484095591
2122000,-4.72866345122209
2123000,-4.6626932205003
2124000,-4.58992653422404
2125000,-4.49802408358351
2126000,-4.42231698117683
2127000,-4.35897815414846
2128000,-4.27741126871001
2129000,-4.22160702575768
2130000,-4.13619905662233
2131000,-4.08398217772308
2132000,-4.00568885843487
2133000,-3.94879018949053
2134000,-3.90432243669194
2135000,-3.86389419341464
2136000,-3.79597110407363
2137000,-3.72505208524447
2138000,-3.69097325132344
2139000,-3.63411087872811
2140000,-3.5854264315578
2141000,-3.53740025413756
2142000,-3.49352445177361
2143000,-3.44977037114972
2144000,-3.40310184038369
2145000,-3.33025870491962
2146000,-3.28370382437643
2147000,-3.29159628860407
2148000,-3.2398211071938
2149000,-3.19063119589938
2150000,-3.16143322576759
2151000,-3.14120854036446
2152000,-3.10313044198282
2153000,-3.05621636422042
2154000,-3.01586000001926
2155000,-2.99612469461722
2156000,-2.95493137089371
2157000,-2.91664205311903
2158000,-2.91314068640881
2159000,-2.8562946773491
2160000,-2.83132439249496
2161000,-2.79982213958701
2162000,-2.78960998836535
2163000,-2.75417927733385
2164000,-2.73033983064583
2165000,-2.69054733613886
2166000,-2.67980963753123
2167000,-2.66016068467345
2168000,-2.6286307674219
2169000,-2.5987490237745
2170000,-2.59169449418465
2171000,-2.54102260532802
2172000,-2.53644764717796
2173000,-2.51493915744595
2174000,-2.5114888065916
2175000,-2.50225617216102
END
! CORRECTION2 Rdy
! DATA Freq,S22
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
1975000,-1.14368193408907
1976000,-1.13547673272207
1977000,-1.13815735575778
1978000,-1.14207938264575
1979000,-1.13578936505556
1980000,-1.14040043325789
1981000,-1.14527130645655
1982000,-1.14796573859931
1983000,-1.13801089491812
1984000,-1.13697532152367
1985000,-1.14885386985542
1986000,-1.14037105614861
1987000,-1.14657224847634
1988000,-1.14333074892278
1989000,-1.1528332367186
1990000,-1.14551337177999
1991000,-1.15166223144712
1992000,-1.15224502504382
1993000,-1.15999357910458
1994000,-1.14477026789357
1995000,-1.14456705268853
1996000,-1.1477759442178
1997000,-1.14596408906414
1998000,-1.16070756221349
1999000,-1.15848864166335
2000000,-1.16504256957477
